"REF_DATE","GEO","DGUID","Harvest disposition","Type of crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1969","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","28.6","","","","1"
"1970","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","27.8","","","","1"
"1971","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","24.4","","","","1"
"1972","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","25.0","","","","1"
"1973","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","21.6","","","","1"
"1974","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","21.1","","","","1"
"1975","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","31.2","","","","1"
"1976","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","30.0","","","","1"
"1977","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","20.0","","","","1"
"1978","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","31.2","","","","1"
"1979","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","24.3","","","","1"
"1980","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","28.6","","","","1"
"1981","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","36.4","","","","1"
"1982","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","31.1","","","","1"
"1983","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","30.0","","","","1"
"1984","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","17.5","","","","1"
"1985","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","15.0","","","","1"
"1986","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","31.5","","","","1"
"1987","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","31.3","","","","1"
"1988","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","20.0","","","","1"
"1989","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","30.0","","","","1"
"1990","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","28.7","","","","1"
"1991","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","36.8","","","","1"
"1992","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","30.2","","","","1"
"1993","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","40.0","","","","1"
"1994","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","31.9","","","","1"
"1995","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","41.3","","","","1"
"1996","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","32.8","","","","1"
"1997","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","32.7","","","","1"
"1998","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","40.0","","","","1"
"1999","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","42.9","","","","1"
"2000","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","28.3","","","","1"
"2001","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","22.2","","","","1"
"2002","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","33.0","","","","1"
"2003","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","36.3","","","","1"
"2004","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","42.0","","","","1"
"2005","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","44.1","","","","1"
"2006","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","42.7","","","","1"
"2007","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","32.4","","","","1"
"2008","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","43.0","","","","1"
"2009","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","40.6","","","","1"
"2010","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","44.3","","","","1"
"2011","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","43.0","","","","1"
"2012","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","45.2","","","","1"
"2013","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","52.0","","","","1"
"2014","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","45.6","","","","1"
"2015","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","34.5","","","","1"
"2016","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","53.6","","","","1"
"2017","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","36.7","","","","1"
"2018","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","35.6","","","","1"
"2019","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","32.0","","","","1"
"2020","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","48.5","","","","1"
"2021","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, durum","Bushels per acre","43","units","0","v46368","11.2.4","19.4","","","","1"
"1908","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","25.1","","","","1"
"1909","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","24.9","","","","1"
"1910","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","10.3","","","","1"
"1911","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","22.3","","","","1"
"1912","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","21.6","","","","1"
"1913","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","22.7","","","","1"
"1914","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","21.0","","","","1"
"1915","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","31.1","","","","1"
"1916","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","25.0","","","","1"
"1917","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","18.3","","","","1"
"1918","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","6.1","","","","1"
"1919","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","8.1","","","","1"
"1920","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","20.5","","","","1"
"1921","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","10.4","","","","1"
"1922","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","11.3","","","","1"
"1923","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","28.0","","","","1"
"1924","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","11.0","","","","1"
"1925","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","18.3","","","","1"
"1926","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","18.5","","","","1"
"1927","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","27.4","","","","1"
"1928","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","25.5","","","","1"
"1929","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","12.1","","","","1"
"1930","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","20.5","","","","1"
"1931","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","17.7","","","","1"
"1932","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","20.4","","","","1"
"1933","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","13.0","","","","1"
"1934","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","15.0","","","","1"
"1935","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","13.2","","","","1"
"1936","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","8.8","","","","1"
"1937","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","9.7","","","","1"
"1938","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","18.6","","","","1"
"1939","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","19.3","","","","1"
"1940","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","20.9","","","","1"
"1941","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","14.9","","","","1"
"1942","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","26.8","","","","1"
"1943","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","17.1","","","","1"
"1944","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","15.5","","","","1"
"1945","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","12.9","","","","1"
"1946","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","18.2","","","","1"
"1947","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","15.8","","","","1"
"1948","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","18.3","","","","1"
"1949","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","13.0","","","","1"
"1950","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","15.6","","","","1"
"1951","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","23.6","","","","1"
"1952","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","26.8","","","","1"
"1953","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","25.7","","","","1"
"1954","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","17.9","","","","1"
"1955","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","23.1","","","","1"
"1956","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","26.1","","","","1"
"1957","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","18.8","","","","1"
"1958","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","20.4","","","","1"
"1959","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","20.9","","","","1"
"1960","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","19.9","","","","1"
"1961","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","16.0","","","","1"
"1962","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","19.6","","","","1"
"1963","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","25.3","","","","1"
"1964","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","22.3","","","","1"
"1965","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","25.3","","","","1"
"1966","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","29.3","","","","1"
"1967","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","22.7","","","","1"
"1968","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","25.5","","","","1"
"1969","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","26.2","","","","1"
"1970","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","27.7","","","","1"
"1971","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","26.6","","","","1"
"1972","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","27.6","","","","1"
"1973","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","27.3","","","","1"
"1974","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","24.6","","","","1"
"1975","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","29.9","","","","1"
"1976","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","32.4","","","","1"
"1977","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","24.7","","","","1"
"1978","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","28.7","","","","1"
"1979","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","28.9","","","","1"
"1980","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","33.3","","","","1"
"1981","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","33.4","","","","1"
"1982","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","32.3","","","","1"
"1983","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","32.5","","","","1"
"1984","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","25.1","","","","1"
"1985","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","24.8","","","","1"
"1986","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","34.9","","","","1"
"1987","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","28.8","","","","1"
"1988","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","29.2","","","","1"
"1989","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","31.3","","","","1"
"1990","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","33.6","","","","1"
"1991","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","37.0","","","","1"
"1992","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","30.6","","","","1"
"1993","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","39.5","","","","1"
"1994","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","34.1","","","","1"
"1995","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","40.2","","","","1"
"1996","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","40.8","","","","1"
"1997","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","38.7","","","","1"
"1998","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","36.5","","","","1"
"1999","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","42.2","","","","1"
"2000","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","39.4","","","","1"
"2001","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","35.0","","","","1"
"2002","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","26.8","","","","1"
"2003","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","38.8","","","","1"
"2004","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","46.1","","","","1"
"2005","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","48.1","","","","1"
"2006","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","43.2","","","","1"
"2007","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","40.2","","","","1"
"2008","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","47.3","","","","1"
"2009","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","41.1","","","","1"
"2010","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","46.8","","","","1"
"2011","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","49.5","","","","1"
"2012","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","47.4","","","","1"
"2013","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","58.5","","","","1"
"2014","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","51.4","","","","1"
"2015","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","46.9","","","","1"
"2016","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","58.8","","","","1"
"2017","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","55.5","","","","1"
"2018","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","52.4","","","","1"
"2019","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","54.7","","","","1"
"2020","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","56.8","","","","1"
"2021","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, spring","Bushels per acre","43","units","0","v46252","11.2.2","36.7","","","","1"
"1908","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1909","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1910","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1911","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1912","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1913","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1914","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1915","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1916","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1917","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1918","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1919","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1920","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1921","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1922","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1923","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1924","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1925","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1926","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1927","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1928","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1929","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1930","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1931","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1932","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1933","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1934","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1935","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1936","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1937","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
"1938","Alberta","2016A000248","Average yield (bushels per acre)","Wheat, winter remaining","Bushels per acre","43","units","0","v46324","11.2.3","","..","","","1"
